file,block,tokens,subject,duration,nSFD,nFFD,nGD,nTT,PrF,Pr1,Pr2,PrS,length,wpm
11,6,,004,7035,,66.47579365079365,66.47579365079365,106.83597883597884,0.5142857142857142,0.22857142857142856,0.2857142857142857,0.4857142857142857,35,298.5074626865671
11,7,,004,9131,,64.46488095238095,64.46488095238095,108.95882034632037,0.6111111111111112,0.2777777777777778,0.3333333333333333,0.3888888888888889,36,236.55678458000216
12,2,,004,14904,,47.3307619047619,47.3307619047619,127.64590476190475,0.8333333333333334,0.23333333333333334,0.6,0.16666666666666666,30,120.77294685990339
12,1,,004,594,,27.76190476190476,27.76190476190476,67.95238095238095,0.5,0.0,0.5,0.5,4,404.04040404040404
12,3,,004,8593,,65.12380952380951,65.12380952380951,163.08655462184873,0.53125,0.1875,0.34375,0.46875,32,223.43768183405098
12,4,,004,6393,,70.06929477673422,70.06929477673422,103.34646564508157,0.68,0.44,0.24,0.32,25,234.63162834350072
12,5,,004,5438,,40.90251322751323,40.90251322751323,63.71227513227513,0.6,0.28,0.32,0.4,25,275.8367046708349
12,6,,004,9186,,59.1767585071933,59.1767585071933,92.90008493921536,0.7666666666666667,0.4666666666666667,0.3,0.23333333333333334,30,195.95035924232528
12,7,,004,8970,,66.30138888888888,66.30138888888888,157.78975694444443,0.48484848484848486,0.18181818181818182,0.30303030303030304,0.5151515151515151,33,220.73578595317724
11,2,,005,7874,,79.52959956709957,79.52959956709957,117.80113636363636,0.6875,0.4375,0.25,0.3125,32,243.8404876809754
11,1,,005,1050,,62.85714285714286,62.85714285714286,100.14285714285714,1.0,0.5,0.5,0.0,2,114.28571428571428
11,3,,005,8217,,78.164,78.164,96.87111111111112,0.6944444444444444,0.5,0.19444444444444445,0.3055555555555556,36,262.86966046002186
11,4,,005,9098,,63.80998329156224,63.80998329156224,108.29047619047617,0.6785714285714286,0.35714285714285715,0.32142857142857145,0.32142857142857145,28,184.6559683446911
11,5,,005,5640,,70.96700680272109,70.96700680272109,93.52040816326532,0.4666666666666667,0.26666666666666666,0.2,0.5333333333333333,30,319.1489361702128
11,6,,005,8431,,72.08280423280424,72.08280423280424,94.14303350970019,0.7714285714285715,0.5714285714285714,0.2,0.22857142857142856,35,249.0807733364963
11,7,,005,14370,,67.57051587301588,67.57051587301588,147.35857142857142,0.8333333333333334,0.4444444444444444,0.3888888888888889,0.16666666666666666,36,150.31315240083507
12,3,,005,4261,,60.24111111111111,60.24111111111111,95.44444444444443,0.46875,0.25,0.21875,0.53125,32,450.59845106782444
12,2,,005,9678,,53.469607843137254,53.469607843137254,164.05686274509804,0.5666666666666667,0.1,0.4666666666666667,0.43333333333333335,30,185.9888406695598
12,4,,005,7280,,53.59169360051714,53.59169360051714,135.48471234647707,0.52,0.08,0.44,0.48,25,206.04395604395603
12,5,,005,7826,,42.52939153439153,42.52939153439153,90.55367724867725,0.6,0.36,0.24,0.4,25,191.6687963199591
12,6,,005,12414,,59.495851250199074,59.495851250199074,149.562618782184,0.7666666666666667,0.2,0.5666666666666667,0.23333333333333334,30,144.99758337361044
12,7,,005,11288,,72.67710622710624,72.67710622710624,129.7698717948718,0.7878787878787878,0.3939393939393939,0.3939393939393939,0.21212121212121213,33,175.40751240255136
11,3,,006,13513,,77.35364583333333,77.35364583333333,129.21059027777778,0.8888888888888888,0.3888888888888889,0.5,0.1111111111111111,36,159.8460741508177
11,2,,006,11553,,72.90948129251701,72.90948129251701,113.70017006802722,0.875,0.46875,0.40625,0.125,32,166.1905998441963
11,1,,006,975,,69.04761904761905,69.04761904761905,97.26190476190476,1.0,0.5,0.5,0.0,2,123.0769230769231
11,4,,006,13566,,76.25434782608696,76.25434782608696,151.8645790200138,0.8214285714285714,0.32142857142857145,0.5,0.17857142857142858,28,123.83900928792568
11,5,,006,11030,,71.67070393374742,71.67070393374742,109.7148033126294,0.7666666666666667,0.3333333333333333,0.43333333333333335,0.23333333333333334,30,163.19129646418858
11,6,,006,12859,,59.347795414462084,59.347795414462084,124.09761904761905,0.7714285714285715,0.2857142857142857,0.4857142857142857,0.22857142857142856,35,163.3097441480675
11,7,,006,8493,,66.83452380952382,66.83452380952382,128.94592731829573,0.5277777777777778,0.2777777777777778,0.25,0.4722222222222222,36,254.32709290003532
12,1,,006,1702,,138.63095238095238,138.63095238095238,168.96428571428572,1.0,0.5,0.5,0.0,4,141.01057579318447
